City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Ampanihy,MG,-24.7,44.75,67.42,82,31,11.7,scattered clouds
462,The Pas,CA,53.8251,-101.2541,39.2,45,20,12.66,few clouds
463,Mirnyy,RU,62.5353,113.9611,14.95,86,100,10.07,overcast clouds
464,Garceni,RO,46.7667,27.2833,45.0,93,0,2.3,clear sky
465,Safaga,EG,26.7292,33.9365,78.8,31,0,13.8,clear sky
466,Carnarvon,AU,-24.8667,113.6333,62.6,77,0,8.05,clear sky
467,Guerrero Negro,MX,27.9769,-114.0611,69.33,54,3,16.46,clear sky
468,Penzance,GB,50.1186,-5.5371,46.0,87,0,4.61,clear sky
469,Banda Aceh,ID,5.5577,95.3222,80.33,79,77,7.7,broken clouds
470,Isangel,VU,-19.55,169.2667,84.2,84,75,8.97,broken clouds
471,Chunian,PK,30.964,73.9803,66.33,68,100,7.65,overcast clouds
472,Labuhan,ID,-6.8844,112.2051,75.58,83,68,5.48,broken clouds
473,Wilmington,US,34.2257,-77.9447,69.8,40,1,6.91,clear sky
474,Soure,BR,-0.7167,-48.5233,76.24,86,100,6.64,overcast clouds
475,Sioux Lookout,CA,50.1001,-91.917,28.4,40,75,11.5,broken clouds
476,Santa Marta,CO,11.2408,-74.199,81.7,77,87,15.59,overcast clouds
477,Hay River,CA,60.8156,-115.7999,59.0,29,4,8.05,clear sky
478,Akyab,MM,20.15,92.9,76.57,88,3,5.28,clear sky
479,Gisborne,NZ,-38.6533,178.0042,63.0,95,100,3.0,overcast clouds
480,Bugarama,TZ,-2.8706,30.5281,60.8,96,100,0.38,light rain
481,Seoul,KR,37.5683,126.9778,51.8,87,75,2.3,broken clouds
482,Bereda,ES,43.2686,-7.5406,53.01,91,44,1.99,scattered clouds
483,Ahuimanu,US,21.4447,-157.8378,82.4,57,75,16.11,light rain
484,Cam Ranh,VN,11.9214,109.1591,78.8,89,20,2.3,few clouds
485,Tura,IN,25.5198,90.2201,71.92,84,0,4.76,clear sky
486,Cedar City,US,37.6775,-113.0619,63.0,15,1,3.44,clear sky
487,Ilorin,NG,8.5,4.55,80.15,72,75,7.34,broken clouds
488,Khasan,RU,42.4308,130.6434,49.48,40,16,2.26,few clouds
489,Marica,BR,-22.9194,-42.8186,77.0,65,40,13.8,scattered clouds
490,Viedma,AR,-40.8135,-62.9967,69.89,62,64,16.44,broken clouds
491,Richards Bay,ZA,-28.783,32.0377,66.63,88,80,6.11,broken clouds
492,Yangmei,CN,24.1023,112.5618,64.69,89,100,2.37,overcast clouds
493,Aalst,BE,50.9433,4.0735,50.0,71,98,4.81,overcast clouds
494,Mecca,SA,21.4267,39.8261,86.54,36,57,3.98,broken clouds
495,Maungaturoto,NZ,-36.1,174.3667,66.99,97,7,5.01,clear sky
496,Birao,CF,10.2849,22.7882,86.23,33,75,4.43,broken clouds
497,Malakal,SS,9.5334,31.6605,88.86,29,85,4.36,overcast clouds
498,Marrakesh,MA,31.6315,-8.0083,64.4,59,0,6.91,clear sky
499,Bati,ET,11.1833,40.0167,68.2,42,52,4.81,broken clouds
500,Redlands,US,34.0556,-117.1825,84.2,15,1,13.8,clear sky
501,Husavik,IS,66.0449,-17.3389,39.2,60,75,13.8,broken clouds
502,Buala,SB,-8.145,159.5921,85.41,72,55,5.12,broken clouds
503,Chinsali,ZM,-10.5414,32.0816,62.31,87,100,8.01,overcast clouds
504,Koumac,NC,-20.5667,164.2833,76.69,82,83,4.25,broken clouds
505,Duluth,US,46.7833,-92.1066,37.4,64,90,9.22,overcast clouds
506,Kokstad,ZA,-30.5472,29.4241,50.31,95,70,4.63,broken clouds
507,Rockport,US,28.0206,-97.0544,77.0,60,1,12.66,clear sky
508,Springbok,ZA,-29.6643,17.8865,65.75,37,4,1.97,clear sky
509,Marawi,PH,7.9986,124.2928,78.01,77,92,4.0,overcast clouds
510,Constitucion,CL,-35.3333,-72.4167,58.15,91,100,19.93,light rain
511,Rawson,AR,-43.3002,-65.1023,59.13,86,100,10.33,overcast clouds
512,Mersing,MY,2.4312,103.8405,75.2,94,82,6.91,broken clouds
513,Obzor,BG,42.8167,27.8833,46.4,93,0,2.3,clear sky
514,Kaduqli,SD,11.0167,29.7167,88.07,12,76,2.42,broken clouds
515,Greenville,US,35.6127,-77.3663,69.8,32,1,6.91,clear sky
516,Tual,ID,-5.6667,132.75,82.71,75,82,7.05,broken clouds
517,Chisinau,MD,47.0056,28.8575,41.0,87,0,6.91,clear sky
518,Barcelos,PT,41.5388,-8.6151,57.2,88,75,4.61,broken clouds
519,Dickinson,US,29.4608,-95.0513,80.01,38,1,11.5,clear sky
520,Chililabombwe,ZM,-12.3648,27.8229,60.84,88,100,6.02,overcast clouds
521,Soe,ID,-9.8607,124.284,65.79,90,42,1.83,scattered clouds
522,Ugoofaaru,MV,5.6667,73.0,82.74,75,100,10.94,overcast clouds
523,Snasa,NO,64.2457,12.3778,39.74,97,100,6.4,light rain
524,Shetpe,KZ,44.1667,52.1167,56.46,53,100,27.6,overcast clouds
525,Castrillon,ES,43.3979,-6.7922,51.8,93,90,1.14,overcast clouds
526,Gushikawa,JP,26.3544,127.8686,71.6,68,20,13.8,few clouds
527,Klisura,BG,42.7,24.45,43.0,76,16,3.02,few clouds
528,Ambon,ID,-3.6954,128.1814,81.7,74,96,1.61,overcast clouds
529,Kohlu,PK,29.8962,69.252,57.31,71,59,5.1,broken clouds
530,Saint-Augustin,CA,51.226,-58.6502,42.06,63,87,11.79,overcast clouds
531,Stromness,GB,58.965,-3.296,41.0,75,20,16.11,few clouds
532,Mallapuram,IN,11.9667,78.25,78.22,71,69,2.35,broken clouds
533,Torfyanoy,RU,58.4916,49.1979,31.42,72,1,7.78,clear sky
534,Corn Island,NI,12.1694,-83.0418,81.18,80,74,13.38,broken clouds
535,Jutai,BR,-5.1833,-68.9,73.67,96,71,3.6,broken clouds
536,Floro,NO,61.5996,5.0328,39.2,93,75,8.05,broken clouds
537,Severo-Kurilsk,RU,50.6789,156.125,34.79,95,100,21.07,overcast clouds
538,Saint-Pierre,RE,-21.3393,55.4781,75.2,94,75,10.36,light rain
539,Quatre Cocos,MU,-20.2078,57.7625,78.8,83,75,10.36,light rain
540,Puerto Baquerizo Moreno,EC,-0.9,-89.6,82.4,74,40,14.97,scattered clouds
541,Bend,US,44.0582,-121.3153,60.8,16,1,19.57,clear sky
542,Bandipur,NP,27.9333,84.4167,66.74,22,96,1.77,overcast clouds
543,Klyuchi,RU,52.2667,79.1667,25.88,42,8,6.22,clear sky
544,Aranos,NA,-24.1333,19.1167,64.83,29,0,10.83,clear sky
545,San Policarpo,PH,12.1791,125.5072,77.99,85,100,6.35,overcast clouds
546,Kholmogory,RU,64.2229,41.656,39.2,41,0,6.71,clear sky
547,Latung,PH,5.5,120.8833,81.88,73,100,1.61,overcast clouds
548,Chernyshevskiy,RU,63.0128,112.4714,12.04,92,100,9.22,overcast clouds
549,Sabha,LY,27.0377,14.4283,73.13,20,95,16.98,overcast clouds
550,Burns Lake,CA,54.2331,-125.7533,62.6,19,11,6.91,few clouds
551,Ambanja,MG,-13.6833,48.45,74.23,92,96,5.03,light rain
552,Illapel,CL,-31.6308,-71.1653,62.51,66,26,4.12,scattered clouds
553,Lokosovo,RU,61.1333,74.8167,14.86,95,77,7.2,broken clouds
554,Barra Da Estiva,BR,-13.6261,-41.3269,64.78,92,88,1.92,overcast clouds
555,Pulandian,CN,39.3953,121.9669,50.0,87,98,6.71,mist
556,Itarema,BR,-2.9248,-39.9167,77.36,84,58,7.31,broken clouds
557,Sassandra,CI,4.95,-6.0833,81.0,84,58,5.91,broken clouds
558,Kuching,MY,1.55,110.3333,73.4,100,20,2.53,few clouds
559,Kushiro,JP,42.975,144.3747,41.0,42,75,10.36,broken clouds
560,San Juan Del Sur,NI,11.2529,-85.8705,84.2,74,40,6.91,scattered clouds
561,Kawalu,ID,-7.3817,108.2082,70.2,92,28,1.28,scattered clouds
562,Mugur-Aksy,RU,50.35,90.5,15.82,82,100,6.29,light snow
563,Yibin,CN,28.7667,104.6238,63.79,89,100,1.28,light rain
564,Cabra,ES,37.4725,-4.4421,55.4,71,0,3.44,clear sky
565,Bam,IR,29.106,58.357,74.61,19,0,7.27,clear sky
566,Anadyr,RU,64.75,177.4833,14.0,92,40,2.24,fog
567,Kosh-Agach,RU,50.0,88.6667,20.23,81,95,4.9,overcast clouds
568,Komsomolskiy,UZ,40.4272,71.7189,53.6,87,75,6.91,light rain
569,Kavaratti,IN,10.5669,72.642,83.19,71,87,6.24,overcast clouds
570,Garden City,US,42.3256,-83.331,35.6,93,90,3.44,snow
571,Yuanping,CN,38.7153,112.7575,56.57,51,100,1.9,overcast clouds
572,Cordoba,AR,-31.4135,-64.1811,75.0,78,75,8.05,broken clouds
573,Porto Belo,BR,-27.1578,-48.5531,73.99,78,75,10.36,broken clouds
574,Aleksandro-Nevskiy,RU,53.4751,40.2095,39.0,92,100,7.85,light rain
575,Pflugerville,US,30.4394,-97.62,71.01,37,1,20.71,clear sky
576,Berezovyy,RU,51.6667,135.7,38.88,56,4,3.76,clear sky
577,Itoman,JP,26.1247,127.6694,71.6,68,75,13.8,broken clouds
578,Coahuayana,MX,18.7333,-103.6833,82.4,28,1,17.27,clear sky
579,Port-De-Bouc,FR,43.4,4.9833,55.4,82,0,5.75,clear sky
580,Buta,CD,2.7858,24.73,68.56,97,100,1.03,overcast clouds
581,Bolama,GW,11.5833,-15.4667,77.0,73,0,4.61,clear sky
582,Half Moon Bay,US,37.4636,-122.4286,57.2,82,90,16.11,haze
583,Port Said,EG,31.2565,32.2841,64.4,82,0,11.5,clear sky
584,Lerwick,GB,60.1545,-1.1494,41.0,70,75,17.27,broken clouds
585,Dakar,SN,14.6937,-17.4441,68.0,94,20,9.22,few clouds
586,Guayaramerin,BO,-10.8368,-65.3614,74.62,95,80,1.59,broken clouds
587,Havelock,US,34.8791,-76.9013,68.0,42,1,5.75,clear sky
588,Jieshou,CN,33.2634,115.3611,53.76,98,100,6.87,overcast clouds
589,Oranjemund,NA,-28.55,16.4333,59.97,92,9,3.04,clear sky
590,Magadan,RU,59.5667,150.8,32.88,89,100,20.49,light snow
591,Bardiyah,LY,31.7561,25.0865,58.64,72,2,9.35,clear sky
592,Myra,IT,45.4358,12.1348,54.0,82,0,5.75,clear sky
593,Poya,NC,-21.35,165.15,77.65,74,58,5.59,broken clouds
594,Umba,RU,66.6871,34.3429,34.2,89,5,7.36,clear sky
595,Camacha,PT,33.0833,-16.3333,62.6,77,40,4.61,scattered clouds
596,Umm Lajj,SA,25.0213,37.2685,85.75,35,66,4.72,broken clouds
597,Mingguang,CN,32.7802,117.9638,56.95,88,99,13.42,light rain
598,Ordzhonikidze,KZ,52.4411,61.7408,33.67,51,0,6.33,clear sky
599,Solnechnyy,RU,50.7214,136.6319,40.41,48,3,0.69,clear sky
600,Sol-Iletsk,RU,51.1631,54.9918,34.18,54,91,12.66,overcast clouds
601,Suixi,CN,33.8907,116.7747,52.74,94,100,11.27,overcast clouds
602,Nyurba,RU,63.2842,118.3319,8.29,95,99,3.74,overcast clouds
603,Fallon,US,39.4735,-118.7774,73.4,9,40,11.5,scattered clouds
604,Diourbel,SN,14.6628,-16.3925,78.8,61,43,9.22,scattered clouds
605,Shaunavon,CA,49.6501,-108.4181,39.2,35,63,6.91,broken clouds
606,Jumla,NP,29.2747,82.1838,42.06,93,100,2.59,light rain
607,Kidal,ML,18.4411,1.4078,89.02,6,13,7.63,few clouds
608,Walvis Bay,NA,-22.9575,14.5053,79.0,43,11,1.01,few clouds
609,Zaysan,KZ,47.4667,84.8667,27.18,95,100,2.66,snow
610,Teya,RU,60.3778,92.6267,18.46,95,100,4.29,light snow
611,Nang Rong,TH,14.6377,102.7914,82.99,94,65,6.29,broken clouds
612,Kyshtovka,RU,56.555,76.6271,26.47,91,81,12.35,broken clouds
613,Bosaso,SO,11.2842,49.1816,82.04,68,74,1.9,broken clouds
614,Denpasar,ID,-8.65,115.2167,77.0,83,20,2.3,few clouds
615,Trat,TH,12.5,102.5,80.01,99,37,0.76,scattered clouds
616,Lao Cai,VN,22.4833,103.95,74.44,88,68,1.32,broken clouds
617,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.74,91,82,1.19,broken clouds
618,Jermuk,AM,39.8417,45.6723,47.21,68,86,3.13,overcast clouds
619,Bonfim,BR,3.0833,-59.95,82.99,47,61,6.82,broken clouds
620,Durgapur,IN,23.4833,87.3167,77.29,82,1,4.29,clear sky
621,Eirunepe,BR,-6.6603,-69.8736,74.03,98,92,2.8,moderate rain
622,Palmas,BR,-10.2128,-48.3603,77.0,94,40,3.44,scattered clouds
623,Challans,FR,46.8436,-1.8749,51.8,66,0,3.44,clear sky
624,Byron Bay,AU,-28.65,153.6167,69.01,68,0,8.05,clear sky
625,Sakaiminato,JP,35.55,133.2333,50.0,81,20,2.3,few clouds
626,Mwanza,TZ,-2.5167,32.9,69.8,88,20,9.82,light rain
627,Kamenka,RU,51.3223,42.7678,53.01,90,68,16.84,broken clouds
628,Luderitz,NA,-26.6481,15.1594,69.22,59,8,6.62,clear sky
629,Port Blair,IN,11.6667,92.75,80.04,76,35,2.73,scattered clouds
630,Trenggalek,ID,-8.05,111.7167,72.57,88,28,1.14,scattered clouds
631,Mungaa,TZ,-4.9667,34.8833,56.62,96,100,7.4,overcast clouds
632,Honiara,SB,-9.4333,159.95,86.18,67,80,4.47,broken clouds
633,Nortelandia,BR,-14.4547,-56.8028,73.6,86,10,1.63,clear sky
634,Tatarsk,RU,55.219,75.9828,31.08,79,100,16.26,overcast clouds
635,Edd,ER,13.9297,41.6925,88.12,34,1,13.8,clear sky
636,Chake Chake,TZ,-5.2459,39.7666,76.59,87,97,13.35,overcast clouds
637,Fujin,CN,47.26,132.0322,48.43,25,9,5.61,clear sky
638,Grass Valley,US,39.2191,-121.0611,71.01,35,1,5.75,clear sky
639,Ekhabi,RU,53.5102,142.9671,31.95,98,100,9.08,overcast clouds
640,Srandakan,ID,-7.9386,110.2506,73.54,85,4,4.79,clear sky
641,Hauge,NO,58.3436,6.2812,44.01,88,65,17.85,broken clouds
642,Norfolk,US,42.1668,-71.2495,69.8,37,20,9.22,few clouds
643,Mehamn,NO,71.0357,27.8492,41.09,80,66,18.16,broken clouds
644,Taoudenni,ML,22.6783,-3.9836,85.3,10,34,4.76,scattered clouds
645,Valle Hermoso,MX,25.6667,-97.8333,78.8,53,1,13.8,clear sky
646,Marand,IR,38.4329,45.7749,57.2,54,40,4.61,scattered clouds
647,Khani,GE,41.9563,42.9566,55.4,100,75,5.75,broken clouds
648,Mandalgovi,MN,45.7625,106.2708,50.41,28,98,7.02,overcast clouds
649,Vao,NC,-22.6667,167.4833,73.27,64,33,6.73,scattered clouds
650,Hukuntsi,BW,-24.0,21.75,61.34,33,0,10.22,clear sky
651,Gaoual,GN,11.75,-13.2,85.46,48,46,10.02,scattered clouds
652,Elat,IL,29.5581,34.9482,80.6,50,0,13.8,clear sky
653,Miri,MY,4.4148,114.0089,71.6,100,20,1.14,few clouds
654,Dillon,US,34.4166,-79.3712,69.8,45,1,5.75,clear sky
655,Tarko-Sale,RU,64.9225,77.785,-7.01,82,14,3.89,few clouds
656,Trairi,BR,-3.2778,-39.2689,77.29,84,44,5.66,scattered clouds
657,Iskateley,RU,67.6803,53.1512,28.06,83,29,9.31,scattered clouds
658,Keffi,NG,8.8486,7.8736,79.88,68,98,3.2,overcast clouds
659,Bicas,BR,-21.7253,-43.0594,66.0,74,0,4.0,clear sky
660,Boyabat,TR,41.4689,34.7667,50.94,83,93,1.68,overcast clouds
661,Fuerte Olimpo,PY,-21.0415,-57.8738,80.47,35,6,3.6,clear sky
662,Nakamura,JP,32.9833,132.9333,63.5,43,91,1.95,overcast clouds
663,Kasongo-Lunda,CD,-6.4667,16.8167,69.6,97,98,2.75,overcast clouds
664,North Platte,US,41.1239,-100.7654,44.6,26,1,24.16,clear sky
665,Carahue,CL,-38.7,-73.1667,55.4,100,90,6.91,overcast clouds
666,Baruun-Urt,MN,46.6806,113.2792,55.54,24,94,13.15,overcast clouds
667,Shenzhen,CN,22.5455,114.0683,73.99,76,85,6.78,overcast clouds
668,Dauphin,CA,51.1494,-100.0502,35.6,55,90,4.61,overcast clouds
669,Wad Madani,SD,14.4012,33.5199,92.61,15,3,9.42,clear sky
670,Dunedin,NZ,-45.8742,170.5036,59.59,56,6,0.69,clear sky
671,Yakeshi,CN,49.2833,120.7333,46.6,60,91,4.76,overcast clouds
672,Kosa,RU,59.9445,54.9977,31.59,77,13,1.36,few clouds
673,Yining,CN,29.0361,114.5636,66.88,93,97,1.25,light rain
674,Comodoro Rivadavia,AR,-45.8667,-67.5,50.0,81,0,5.75,clear sky
675,Marovoay,MG,-16.1,46.6333,75.2,83,20,4.61,few clouds
676,Arys,KZ,42.4252,68.795,55.4,88,75,4.47,broken clouds
677,Kuytun,RU,54.3419,101.5036,23.04,49,100,8.9,overcast clouds
678,Kuala Pilah,MY,2.7389,102.2487,77.0,94,20,1.25,few clouds
679,Grafenhainichen,DE,51.7333,12.45,46.99,87,0,8.05,clear sky
680,Sijunjung,ID,-0.6876,100.9537,70.99,98,84,1.12,broken clouds
681,Sibut,CF,5.718,19.0739,73.02,92,100,4.7,light rain
682,Parrita,CR,9.5201,-84.3225,75.2,68,90,9.22,overcast clouds
683,Ilmajoki,FI,62.7333,22.5667,39.0,56,0,5.75,clear sky
684,Sakakah,SA,29.9697,40.2064,78.8,12,0,9.22,clear sky
685,Vagur,FO,61.4732,-6.8119,39.36,55,6,11.03,clear sky
686,Manzhouli,CN,49.6,117.4333,51.87,32,10,5.39,clear sky
687,Payyannur,IN,12.1,75.2,77.22,86,99,6.51,overcast clouds
688,Juneau,US,58.3019,-134.4197,55.4,50,75,12.66,broken clouds
689,Caborca,MX,30.5838,-111.101,91.0,10,73,7.0,broken clouds
690,Inverell,AU,-29.7833,151.1167,64.0,72,0,1.01,clear sky
691,Mastic Beach,US,40.7668,-72.8521,60.01,55,1,12.66,clear sky
692,Kandi,BJ,11.1342,2.9386,85.89,47,69,9.93,broken clouds
693,Mazamari,PE,-11.3258,-74.5308,75.63,88,45,1.16,scattered clouds
694,Naron,ES,43.5167,-8.1528,54.0,100,75,1.14,broken clouds
